Price,Close,High,Low,Open,Volume
Ticker,ABEV3.SA,ABEV3.SA,ABEV3.SA,ABEV3.SA,ABEV3.SA
Date,,,,,
2023-11-22,11.441184043884277,11.466478324287621,11.323147284929142,11.373734237605596,29650400
2023-11-23,11.424324035644531,11.6013800097787,11.188249671487393,11.47491099735986,32233900
2023-11-24,11.289422988891602,11.415891181448824,11.196678897222155,11.382166276495887,18133100
2023-11-27,11.449616432189941,11.491772765670559,11.272560474823491,11.331578859257247,22972800
2023-11-28,11.508634567260742,11.559222327154412,11.39902922827726,11.39902922827726,14913700
2023-11-29,11.213541984558105,11.542359613660196,11.213541984558105,11.491772657213033,19363500
2023-11-30,11.5423583984375,11.584514727081876,11.171384475310179,11.213540803954556,41991100
2023-12-01,11.87117862701416,11.87117862701416,11.466479739397075,11.542360177776368,30042200
2023-12-04,11.854314804077148,11.879608279757461,11.795295622069627,11.829020524331742,9861400
2023-12-05,12.00607681274414,12.11568294931226,11.862745772929298,11.871177199757257,36765000
2023-12-06,11.795297622680664,12.073528314550341,11.72784780671621,12.031372782621482,20919500
2023-12-07,11.87117862701416,12.03980316352128,11.820591668094632,11.820591668094632,11940500
2023-12-08,12.065096855163574,12.216858528542335,11.947059283366604,12.039802572879468,16690900
2023-12-11,12.073526382446289,12.132545565019377,11.989214528015607,12.006076577275703,11080900
2023-12-12,11.997645378112793,12.09038946502979,11.955489852130649,12.039801708160054,10541600
2023-12-13,12.393914222717285,12.478226887088452,11.92176555362119,12.031371695677645,53960800
2023-12-14,12.225289344787598,12.537244907442638,12.056664824982866,12.520382857494733,60791700
2023-12-15,12.199995994567871,12.284307853313509,12.132546185945303,12.225289471785048,33747300
2023-12-18,12.26744556427002,12.343326798508834,12.166270853306644,12.225289233685665,24363100
2023-12-19,12.393914222717285,12.461364032588156,12.267446030225692,12.301170935161128,32674700
2023-12-20,12.190035820007324,12.376346448090121,12.127932559344215,12.367474311968685,24316200
2023-12-21,12.154548645019531,12.261011744780909,12.056957681761647,12.261011744780909,28969600
2023-12-22,12.163421630859375,12.269884738054762,12.119061791337906,12.145677356613362,19864700
2023-12-26,12.216653823852539,12.252141526879464,12.145677571705109,12.172293983545488,6884800
2023-12-27,12.278756141662598,12.278756141662598,12.172293040827164,12.225524168198124,10305900
2023-12-28,12.181163787841797,12.287627730020663,12.181163787841797,12.243267895128382,16500300
2024-01-02,12.163421630859375,12.181165059011823,12.056958523663988,12.172293767982381,11690200
2024-01-03,12.06583023071289,12.19890889844028,12.039213820292586,12.1279334961732,17612200
2024-01-04,12.110188484191895,12.136804892989376,11.994854097110071,12.065829495049725,19996000
2024-01-05,12.06583023071289,12.145676923693204,12.003726119159046,12.083573658232893,18293900
2024-01-08,12.163421630859375,12.198909333257838,12.048086386540982,12.074701951816438,11014600
2024-01-09,12.083573341369629,12.145676605201427,12.021470077537831,12.145676605201427,15705100
2024-01-10,12.207781791687012,12.269885060995474,12.065830978357049,12.083574406976501,18313300
2024-01-11,12.030343055725098,12.21665370634784,11.985983215844717,12.163421729272669,22254100
2024-01-12,12.05695915222168,12.17229440255277,11.923879626719524,11.994855881310173,20300600
2024-01-15,12.05695915222168,12.065831289807212,11.941623901890589,11.959367330968044,4752100
2024-01-16,11.844032287597656,11.994855234038493,11.835160150490886,11.923878983277897,24233000
2024-01-17,11.915006637573242,11.985982035957681,11.826286966545949,11.826286966545949,12493800
2024-01-18,11.835159301757812,11.906134701334997,11.755311765710104,11.906134701334997,18425500
2024-01-19,11.844032287597656,11.90613555515792,11.764184745823853,11.89726341805115,28017100
2024-01-22,11.85290241241455,11.932749946332228,11.73756717965496,11.870646684882248,16245600
2024-01-23,11.861775398254395,11.915007373376774,11.737568020364536,11.879519671993036,16851900
2024-01-24,11.781928062438965,11.9238788704296,11.702080521420843,11.9238788704296,16080200
2024-01-25,11.710952758789062,11.781928163392534,11.657721628383241,11.728697032986712,12841800
2024-01-26,11.710952758789062,11.790800300491359,11.666592919388503,11.764184735288447,6568000
2024-01-29,11.755311965942383,11.790799666335449,11.639976728141537,11.675464428534603,10163100
2024-01-30,11.569002151489258,11.755312803348332,11.560130014235593,11.728697237680915,22516400
2024-01-31,11.60448932647705,11.72869670409695,11.560129488320404,11.60448932647705,25269100
2024-02-01,11.595617294311523,11.631104995938513,11.444794350873432,11.595617294311523,27075000
2024-02-02,11.595617294311523,11.710952536122626,11.498026326360689,11.604489431241657,22938800
2024-02-05,11.613361358642578,11.702080188062606,11.569001520885799,11.604489221872516,16606500
2024-02-06,11.737567901611328,11.7996720129747,11.595617097512537,11.595617097512537,29715800
2024-02-07,11.533513069152832,11.808543368467605,11.471409807991922,11.755311397405771,37752200
2024-02-08,11.489154815673828,11.569002360210218,11.444794974698768,11.498026953087559,23297000
2024-02-09,11.489154815673828,11.515770381821428,11.36494827625597,11.462539249526229,15447300
2024-02-14,11.462538719177246,11.480282147090161,11.373819041332009,11.427051017257861,16255700
2024-02-15,11.400435447692871,11.551258392312139,11.391563310693254,11.471410851502696,27820200
2024-02-16,11.320587158203125,11.44479368360922,11.311715021790262,11.44479368360922,21074800
2024-02-19,11.364947319030762,11.364947319030762,11.222995670647883,11.329459618458422,9229700
2024-02-20,11.400435447692871,11.613361659122349,11.338331334789109,11.364947745787958,26872100
2024-02-21,11.444794654846191,11.462538929177745,11.311715981733808,11.391563524038666,13911900
2024-02-22,11.498025894165039,11.542385731054734,11.409306220385648,11.471410330468627,16110800
2024-02-23,11.435921669006348,11.542384760937471,11.373817564143108,11.533512625086516,18944400
2024-02-26,11.569002151489258,11.62223412891767,11.382691499630182,11.382691499630182,12942000
2024-02-27,11.80854320526123,11.826286631307626,11.59561617005024,11.631103868236496,31668800
2024-02-28,11.932750701904297,12.056958078762447,11.76418433325509,11.773056470050715,34495200
2024-02-29,11.160892486572266,11.524641631582556,11.001197409799543,11.462538366656954,88182100
2024-03-01,11.0366849899292,11.240739902028727,10.91247846143633,11.054429263195905,51174000
2024-03-04,11.072172164916992,11.152019698640808,11.010068903617793,11.045556602373546,16560500
2024-03-05,11.311716079711914,11.382691485465758,11.045557885088211,11.116533290842055,33369400
2024-03-06,11.258482933044434,11.515768963703799,11.152019835470918,11.356074740390271,45103900
2024-03-07,11.222996711730957,11.293972119459553,11.107662308742187,11.205253282845607,12954500
2024-03-08,11.391563415527344,11.46253881999034,11.134277362825589,11.134277362825589,54292500
2024-03-11,11.356075286865234,11.444794116065731,11.249612184168521,11.32945972271444,20348100
2024-03-12,11.391563415527344,11.444794545827811,11.320588011064347,11.38269127844608,25358500
2024-03-13,11.311716079711914,11.453666891219601,11.267356239592367,11.373819348223133,24872300
2024-03-14,11.356075286865234,11.364947423613343,11.240740047420413,11.302843312470113,27666100
2024-03-15,11.205252647399902,11.409306721524388,11.187508373427224,11.409306721524388,36174000
2024-03-18,11.205252647399902,11.249612486238046,11.125405106709955,11.22299607527903,24187500
2024-03-19,11.125405311584473,11.258483984455996,11.06330204372357,11.205252853744813,26464600
2024-03-20,11.125405311584473,11.169765151239503,10.97458236441351,11.116533174434753,48407800
2024-03-21,11.187508583068848,11.187508583068848,11.036685635849036,11.107661886976214,29217300
2024-03-22,11.010069847106934,11.152020654294182,10.974582145310121,11.14314936341514,18151900
2024-03-25,10.850375175476074,11.089917806215244,10.850375175476074,11.001198125328088,21593700
2024-03-26,11.010069847106934,11.081045250700557,10.79714363632606,10.823759201150283,32319600
2024-03-27,11.045557975769043,11.045557975769043,10.912479300411443,10.96571043211705,26211600
2024-03-28,11.081045150756836,11.134277126018713,10.965709909434057,10.983454183219196,44405600
2024-04-01,10.939094543457031,11.125405191115886,10.885863413322248,11.089917488994844,21031000
2024-04-02,10.885862350463867,11.018941008901036,10.885862350463867,10.94796561158875,19115800
2024-04-03,11.045557975769043,11.098789953568232,10.761656350422918,10.868119459927716,36137900
2024-04-04,11.063301086425781,11.267355146651306,11.05442895004376,11.063301086425781,31881300
2024-04-05,10.850375175476074,11.134277646658822,10.681808797102779,11.107662080830108,71144500
2024-04-08,10.797143936157227,10.885863616159732,10.752784096155974,10.84150377615848,18919200
2024-04-09,10.96570873260498,11.018940702154053,10.806014516144664,10.832630077872475,23795200
2024-04-10,10.735040664672852,10.983454584076231,10.735040664672852,10.885863612976868,23028800
2024-04-11,10.823759078979492,10.921350892389341,10.708423837918286,10.73504024853563,21019300
2024-04-12,10.752782821655273,10.832630354974683,10.69067956067061,10.788270520231292,16269700
